ds,yhat,yhat_lower,yhat_upper
2011-03-19,20439.819250258442,,
2011-03-20,11337.178788384925,,
2011-03-21,27887.652099340863,,
2011-03-22,17178.938973099972,,
2011-03-23,20603.237280566773,,
2011-03-24,24140.48910423979,,
2011-03-25,23976.568291455824,,
2011-03-26,23908.00110704922,,
2011-03-27,22460.872133592835,,
2011-03-28,14710.636330502562,,
2011-03-29,18259.801280703163,,
2011-03-30,24370.36997050266,,
2011-03-31,30551.402385648857,,
2011-04-01,24191.489592680795,,
2011-04-02,23726.16519777575,,
2011-04-03,15079.099178697435,,
2011-04-04,15827.151208083691,,
2011-04-05,24451.969171233795,,
2011-04-06,23287.836906773147,,
2011-04-07,17937.417812227846,,
2011-04-08,18073.558937362563,,
2011-04-09,19671.223009559184,,
2011-04-10,12084.910222425751,,
2011-04-11,18781.428420736138,,
2011-04-12,21040.27334262783,,
2011-04-13,16110.921703119715,,
2011-04-14,20604.383431854134,,
2011-04-15,25884.853926721753,,
2011-04-16,21375.22753354027,,
2011-04-17,14576.45349073766,,
2011-04-18,18661.14631677522,,
2011-04-19,26723.26441007534,,
2011-04-20,22553.524448617027,,
2011-04-21,27049.27574475579,,
2011-04-22,20151.048767360855,,
2011-04-23,21972.743756655043,,
2011-04-24,19755.153596307675,,
2011-04-25,34943.164609921616,,
2011-04-26,21563.179874869245,,
2011-04-27,23896.69480288254,,
2011-04-28,24135.876292388693,,
2011-04-29,22915.03612581369,,
2011-04-30,22434.00834989522,,
2011-05-01,22235.16515848772,,
2011-05-02,15399.44238827102,,
2011-05-03,11905.897516933908,,
2011-05-04,17030.45837940562,,
2011-05-05,20131.254149573135,,
2011-05-06,21597.984578985677,,
2011-05-07,23727.968764250963,,
2011-05-08,15597.845658906865,,
2011-05-09,15726.840419250768,,
2011-05-10,25879.384041545298,,
2011-05-11,28530.450255383013,,
2011-05-12,26929.37054383875,,
2011-05-13,36033.122037415946,,
2011-05-14,29193.16532912566,,
2011-05-15,21944.187980037168,,
2011-05-16,17403.746348795445,,
2011-05-17,26483.205275732988,,
2011-05-18,31915.23398671348,,
2011-05-19,39202.125160194475,,
2011-05-20,24681.431947843692,,
2011-05-21,24565.037632235217,,
2011-05-22,16371.981562757108,,
2011-05-23,31402.1855951221,,
2011-05-24,32616.530377178246,,
2011-05-25,27638.552798488494,,
2011-05-26,24800.28861144516,,
2011-05-27,25086.25228650172,,
2011-05-28,23329.940330798134,,
2011-05-29,22182.302026096888,,
2011-05-30,16830.031084978316,,
2011-05-31,14938.182933399192,,
2011-06-01,15570.897219071136,,
2011-06-02,19878.169903232087,,
2011-06-03,19720.725704056775,,
2011-06-04,18290.095188860647,,
2011-06-05,11500.394485864237,,
2011-06-06,15517.460521992192,,
2011-06-07,21933.011643430968,,
2011-06-08,22840.037666868113,,
2011-06-09,30180.751879896576,,
2011-06-10,24509.649393896638,,
2011-06-11,30096.00533869475,,
2011-06-12,40917.278706748344,,
2011-06-13,19960.113944909255,,
2011-06-14,26795.29881183835,,
2011-06-15,27398.669429638096,,
2011-06-16,36516.0672824325,,
2011-06-17,37642.982016494,,
2011-06-18,29311.93166858345,,
2011-06-19,14032.71181333793,,
2011-06-20,21000.861054080688,,
2011-06-21,28107.683130611455,,
2011-06-22,27990.4110454233,,
2011-06-23,22707.617845119705,,
2011-06-24,18919.90224464763,,
2011-06-25,18405.33683816591,,
2011-06-26,19442.16076087092,,
2011-06-27,15435.648001251171,,
2011-06-28,14695.457252727654,,
2011-06-29,20928.65030057272,,
2011-06-30,18233.841975444368,,
2011-07-01,21672.7474287426,,
2011-07-02,17297.514163642827,,
2011-07-03,11273.790325427837,,
2011-07-04,12505.017102059595,,
2011-07-05,25617.748917219727,,
2011-07-06,17574.333682044988,,
2011-07-07,30985.463947045104,,
2011-07-08,17489.60460405029,,
2011-07-09,17274.40960370878,,
2011-07-10,12876.714534568933,,
2011-07-11,19511.36906987183,,
2011-07-12,19422.99043294076,,
2011-07-13,18703.269314150926,,
2011-07-14,21227.724724774867,,
2011-07-15,20484.216566043215,,
2011-07-16,16813.965096541728,,
2011-07-17,9963.639669187121,,
2011-07-18,20507.36331575034,,
2011-07-19,19883.111245471944,,
2011-07-20,26784.593067079528,,
2011-07-21,30471.498452984564,,
2011-07-22,19109.907147219783,,
2011-07-23,16827.38708552361,,
2011-07-24,18513.431502960473,,
2011-07-25,23415.30997082011,,
2011-07-26,29349.66163055407,,
2011-07-27,19696.581329663535,,
2011-07-28,22604.657835478672,,
2011-07-29,22626.064110249354,,
2011-07-30,19478.08036127666,,
2011-07-31,23515.081638951822,,
2011-08-01,23117.151329418877,,
2011-08-02,20175.833409298313,,
2011-08-03,22436.068092714566,,
2011-08-04,33568.410973838916,,
2011-08-05,25101.68537637069,,
2011-08-06,21770.236490594823,,
2011-08-07,26982.753166740422,,
2011-08-08,14249.242784279177,,
2011-08-09,17665.859882922457,,
2011-08-10,23363.765777204317,,
2011-08-11,31320.81913816777,,
2011-08-12,23366.418378472732,,
2011-08-13,20739.764090950648,,
2011-08-14,13306.03794583257,,
2011-08-15,15155.899306005786,,
2011-08-16,19127.410019439474,,
2011-08-17,16936.204516187045,,
2011-08-18,37124.49272322681,,
2011-08-19,25650.65992988839,,
2011-08-20,21028.140139285013,,
2011-08-21,12121.006043204907,,
2011-08-22,20329.760887046592,,
2011-08-23,22040.26812179274,,
2011-08-24,33565.016253883325,,
2011-08-25,35565.07090462898,,
2011-08-26,18573.55947583004,,
2011-08-27,20524.365777487244,,
2011-08-28,19906.67513376008,,
2011-08-29,21383.889195516524,,
2011-08-30,15831.478437500193,,
2011-08-31,17801.095960788796,,
2011-09-01,16635.30772990803,,
2011-09-02,23746.637673927875,,
2011-09-03,25130.11698586946,,
2011-09-04,18512.795807833863,,
2011-09-05,17275.702097380632,,
2011-09-06,19691.22687640853,,
2011-09-07,28054.606117261374,,
2011-09-08,30707.566547259845,,
2011-09-09,24869.917719470093,,
2011-09-10,24959.19494556775,,
2011-09-11,19714.347625172893,,
2011-09-12,32337.383030273057,,
2011-09-13,25547.68354621119,,
2011-09-14,28843.719679817863,,
2011-09-15,25191.386922164296,,
2011-09-16,35335.95127267999,,
2011-09-17,27767.488524616932,,
2011-09-18,29049.039888068284,,
2011-09-19,21313.730837860305,,
2011-09-20,35847.40104302175,,
2011-09-21,35391.37674576663,,
2011-09-22,52164.78386616901,,
2011-09-23,31412.85522488407,,
2011-09-24,29367.77017000986,,
2011-09-25,24387.620303318243,,
2011-09-26,39606.968494720735,,
2011-09-27,47343.00258731391,,
2011-09-28,26674.52091278894,,
2011-09-29,36877.512786628235,,
2011-09-30,30414.258261343348,,
2011-10-01,32510.301553851037,,
2011-10-02,33272.3827456367,,
2011-10-03,21951.1473238694,,
2011-10-04,32034.929630849463,,
2011-10-05,36727.04985306447,,
2011-10-06,46571.3069153596,,
2011-10-07,44163.609989631266,,
2011-10-08,41928.86836793112,,
2011-10-09,24717.63550332654,,
2011-10-10,36291.97919712168,,
2011-10-11,32646.558155575367,,
2011-10-12,47558.78882945853,,
2011-10-13,35480.250258566426,,
2011-10-14,32562.006266006298,,
2011-10-15,33118.19062636963,,
2011-10-16,18958.615289980837,,
2011-10-17,33599.489743075945,,
2011-10-18,38547.01869539039,,
2011-10-19,29940.84569129874,,
2011-10-20,32032.049100129432,,
2011-10-21,38403.61111705918,,
2011-10-22,41649.58049557626,,
2011-10-23,36960.65925272559,,
2011-10-24,32254.987051882457,,
2011-10-25,32154.23975246516,,
2011-10-26,31177.15647018819,,
2011-10-27,42060.62809738105,,
2011-10-28,42962.32567222161,,
2011-10-29,40209.353137359765,,
2011-10-30,20374.832650135544,,
2011-10-31,39138.87222368368,,
2011-11-01,34378.23921696321,,
2011-11-02,31428.902508568342,,
2011-11-03,38527.02863842218,,
2011-11-04,39812.21753535348,,
2011-11-05,42380.15357284182,,
2011-11-06,42232.77342185232,,
2011-11-07,38920.808327078164,,
2011-11-08,31868.891600466715,,
2011-11-09,37655.22438968996,,
2011-11-10,51925.96700780163,,
2011-11-11,52451.243751420596,,
2011-11-12,43857.231597805236,,
2011-11-13,36554.808903532255,,
2011-11-14,28680.728250425025,,
2011-11-15,41273.3041746057,,
2011-11-16,50364.81371195271,,
2011-11-17,50419.93890887734,,
2011-11-18,38972.2691618792,,
2011-11-19,37193.23650356952,,
2011-11-20,32817.68841948352,,
2011-11-21,42091.21251165052,,
2011-11-22,40020.57113212524,,
2011-11-23,42934.950323825266,,
2011-11-24,52364.98315658745,,
2011-11-25,37668.84075129145,,
2011-11-26,33162.58890264207,,
2011-11-27,29022.96657845485,,
2011-11-28,29911.751113770555,,
2011-11-29,39266.66829150512,,
2011-11-30,48877.38459624305,,
2011-12-01,35534.703014214625,,
2011-12-02,32930.02502699215,,
2011-12-03,35743.108929082984,,
2011-12-04,30972.426825590897,,
2011-12-05,40040.13132701866,,
2011-12-06,44396.38016247494,,
2011-12-07,40908.71738708206,,
2011-12-08,48894.129366948815,,
2011-12-09,46601.326492846936,,
2011-12-10,31382.077180732595,13033.705675143412,75558.62964395685
2011-12-11,24085.12993053751,9560.356180474912,60674.66609592818
2011-12-12,38201.87984885779,14805.454313144031,98568.17786526843
2011-12-13,36168.211312356456,13832.011571654408,94570.73083253871
2011-12-14,43657.618985783425,16567.43634067478,115041.54068119144
2011-12-15,38892.56407392982,14689.120310379236,102973.60431989018
2011-12-16,24422.397135230018,9195.356309783636,64861.8986885346
2011-12-17,32552.032395693866,11216.453864779472,94467.84568719617
2011-12-18,29349.32623879944,9973.549300165423,86362.96737341027
2011-12-19,35607.50770525479,11998.285080352993,105669.11388630906
2011-12-20,34906.743744977735,11697.872711539052,104158.65737990537
2011-12-21,37783.823624752615,12614.529853613198,113168.47547349821
2011-12-22,36078.02290795635,12011.970684846363,108356.53521273885
2011-12-23,29825.324556027193,9908.987793450007,89767.99417670899
2011-12-24,33586.25298817882,10938.9290146266,103116.99663267114
2011-12-25,32201.42196907079,10436.171100222355,99355.03917157215
2011-12-26,34875.51855027205,11262.724342379794,107989.1735175522
2011-12-27,34599.79721506614,11143.337271429076,107427.11696730042
2011-12-28,35750.57018237695,11488.753787362544,111243.74850899547
2011-12-29,35082.21895366639,11253.059159005003,109366.84983630007
2011-12-30,32445.04655576734,10390.116136847864,101311.1134664145
2011-12-31,34070.07022044989,10842.888802661224,107048.9566245961
2012-01-01,33486.88398536966,10630.44987125247,105482.10789198722
2012-01-02,34604.11433547516,10962.082211242227,109230.5021539566
2012-01-03,34492.11906369969,10906.654390504053,109076.09578498869
2012-01-04,34959.62039845407,11036.324909324843,110736.42856044708
2012-01-05,34689.853922786846,10934.514420730187,110049.181417234
2012-01-06,33593.5543808561,10573.736768644098,106724.50142286021
2012-01-07,34275.366921578585,10757.429701149664,109203.53653353688
2012-01-08,34033.11582828964,10662.685406787603,108621.95688844554
