ds,yhat,yhat_lower,yhat_upper
2011-01-17,23223.92105595884,10826.866498761947,36285.64881346024
2011-01-18,25771.69561849528,13185.769337169148,38608.844642341646
2011-01-19,23916.84866745341,10701.50007904884,36988.650968370355
2011-01-20,31060.06524305728,16834.430987338048,43499.85827347786
2011-01-21,19278.493532033222,6945.1095034952095,32553.30477296277
2011-01-23,7566.976407159746,-4656.18245618816,20289.9792866828
2011-01-24,19646.402890510435,6408.90377814466,32374.561883282397
2011-01-25,21822.9499900364,8585.975818810266,34159.230729003524
2011-01-26,19703.418853296207,7198.002120977733,32952.137127606824
2011-01-27,26693.9682870557,13862.148657437063,39660.091507740166
2011-01-28,14874.150438848683,1683.097215185889,28620.282783675757
2011-01-30,3424.0101991577103,-9361.100541006579,15957.07819146512
2011-01-31,15793.024769292024,2676.0482905467306,29298.575150709275
2011-02-01,18353.8439334798,6172.828169705264,31105.551839980668
2011-02-02,16701.787442081626,3909.0351662070734,30150.058285437914
2011-02-03,24229.454475407,12281.790570816638,36192.46654553345
2011-02-04,13001.239701914765,606.9335575633716,25992.185115380467
2011-02-06,2831.298098093095,-9550.268799144402,15769.206029666368
2011-02-07,15854.209947228253,1894.770442346023,28667.03462473652
2011-02-08,19054.967103961564,5211.148836761297,31774.92375545632
2011-02-09,18012.209286096408,5465.056680193311,31521.497988965843
2011-02-10,26102.947111883455,12956.337490665439,38934.81763113793
2011-02-11,15377.49124596961,2178.5171122469897,28116.818372495894
2011-02-13,5985.472507751343,-7007.534490071412,19658.97769863194
2011-02-14,19265.93404124948,6448.626601894324,32716.634529940555
2011-02-15,22629.131614037902,9657.04897077537,35317.06531928582
2011-02-16,21651.457193751674,8333.40975540974,34879.008156480406
2011-02-17,29710.428061975188,18297.13432416767,42131.483954108575
2011-02-18,18859.569624517855,5949.255332417307,31415.913091896295
2011-02-20,8961.43874218544,-4782.226830668222,21937.929644891115
2011-02-21,21879.718805318254,8903.8893924139,34687.78540269429
2011-02-22,24823.58257374822,11740.904667135368,37813.8985907943
2011-02-23,23383.03356417428,10025.054929842623,36855.30356871382
2011-02-24,30950.256746644125,18594.665231148596,44585.52806998026
2011-02-25,19594.073271200046,6669.1031623841245,32000.463180920957
2011-02-27,8706.228318662259,-4252.831647358223,21552.545347713825
2011-02-28,21169.87424381071,8694.222243179885,34051.22961849918
2011-03-01,23704.192517152325,9952.970744339433,36974.12981853236
2011-03-02,21911.1378217956,9172.737614271791,35929.43435959238
2011-03-03,29193.036423009908,17216.428620787472,41256.20366408324
2011-03-04,17626.763129337734,5200.510171927591,30248.07192977564
2011-03-06,6564.987544050586,-6080.68585619554,19996.582405664303
2011-03-07,19068.85278117754,6288.182531003506,32595.078620918634
2011-03-08,21726.661187141584,9105.704113705462,34786.98275915978
2011-03-09,20136.12293719768,7897.780782836942,31795.115535036435
2011-03-10,27692.985980514575,14908.61312087909,40521.97011510103
2011-03-11,16465.416096779227,3675.31518379651,29283.26890635517
2011-03-13,6228.404964690519,-6939.236419511838,19895.30162474317
2011-03-14,19192.878713779755,5408.149623786702,32332.221019340872
2011-03-15,22324.87864914175,9699.127558641208,34505.36221834983
2011-03-16,21207.59718299353,8434.162353022815,33759.20575319193
2011-03-17,29222.29537404926,15269.91587559183,43130.022160899796
2011-03-18,18423.102525037324,4915.19387880965,31391.390861077325
2011-03-20,8902.98323688563,-3992.8285991808493,21293.99160660413
2011-03-21,22133.659248901527,9516.438616733536,35274.2029536291
2011-03-22,25458.41876119138,13044.769743050645,38670.99728109982
2011-03-23,24454.08185649679,10603.590902955582,37715.41096572117
2011-03-24,32497.838437832004,20252.69394308603,44544.655168698795
2011-03-25,21642.164302463876,7820.386082852336,34752.10691844769
2011-03-27,11758.153584256466,-1796.8444593203367,24632.995782046044
2011-03-28,24690.280703660188,12101.05185920899,37571.44136155498
2011-03-29,27648.42522326077,14944.322071649967,40108.54604749105
2011-03-30,26219.18270513837,13410.994640708557,39527.053683723585
2011-03-31,33791.21917822678,20714.542418260862,46533.00917440798
2011-04-01,22429.865671758493,8871.583383967207,35176.80150480095
2011-04-03,11488.749562320962,-1871.2569941208162,24306.309033581914
2011-04-04,23898.692365939543,10498.279150129525,36188.145720972054
2011-04-05,26358.362865666906,13366.644916084831,37886.04562832872
2011-04-06,24468.324431013865,11984.854710146725,37463.41770094719
2011-04-07,31630.239347360795,19771.959947945088,44140.42143265426
2011-04-08,19921.1051404707,6419.484495616508,31907.793898422544
2011-04-10,8509.592416231753,-4494.6717027131735,21128.62560703907
2011-04-11,20810.96189295581,8147.0717825699685,33129.383803484685
2011-04-12,23252.106108755626,10564.953230816596,36488.973443919116
2011-04-13,21434.837555824917,7683.29783231137,34750.890514033534
2011-04-14,28759.640636126263,14535.029211032635,41250.75367640382
2011-04-15,17299.945871251828,5182.296450397554,29747.824632537795
2011-04-17,6621.434446875181,-5955.468295245056,20956.81645472603
2011-04-18,19388.522215474328,5744.509971721578,32639.80119976139
2011-04-19,22346.745103275713,9203.83203356797,35515.6384197712
2011-04-20,21085.11330983003,6515.739199953643,33722.83339719821
2011-04-21,28990.351192227463,15833.410918738533,41988.77513240011
2011-04-26,25350.783933012608,13494.290519082786,38528.882498840285
2011-04-27,24523.649704103707,12443.894777944352,37210.426776707274
2011-04-28,32796.769673917646,19454.0168970146,45254.097995855016
2011-05-01,13036.945950196663,70.23655576321728,26671.060679322924
2011-05-03,29783.992429355945,16801.523631612352,42963.615457774606
2011-05-04,28827.368387623334,16209.627437209727,42042.52447068434
2011-05-05,36892.2179714425,23860.80704854216,49547.74735647327
2011-05-06,26036.196208063706,13057.557646094318,38527.0046130745
2011-05-08,16110.865310368557,2822.6829946134517,28779.383278564223
2011-05-09,29014.683245653294,16985.073034853514,41873.222683928434
2011-05-10,31947.934440699242,19545.401013389048,43415.652072559365
2011-05-11,30503.302369439167,17695.27644454888,43947.39677942644
2011-05-12,38075.030591724215,25261.902782816742,51693.248643713894
2011-05-13,26733.30945036545,13810.922164576776,39897.31954283583
2011-05-15,15906.04641592396,5105.890260432939,29041.42000717551
2011-05-16,28414.823113961567,15418.141128401086,41650.278587054854
2011-05-17,31002.28633602545,16742.596407426758,44270.90533779579
2011-05-18,29268.135124402063,16224.517277946183,41074.57533074643
2011-05-19,36611.84964664302,23705.212202940467,50467.122236528085
2011-05-20,25106.963930141872,12326.35675372273,38495.96875078981
2011-05-22,14151.531159646987,2769.1566864416877,27665.02909657377
2011-05-23,26692.273262958905,14037.67614356046,39364.77574076637
2011-05-24,29370.64936891626,16197.065413625689,42208.655599803584
2011-05-25,27780.451141539972,14959.992560403272,40952.403674515204
2011-05-26,35313.806631605206,22452.20167287264,49197.67168883032
2011-05-27,24035.689704122622,11938.170562398578,36304.30339779129
2011-05-29,13606.524775993337,254.30696169880065,26768.28302736631
2011-05-31,29379.792318866213,16947.340457605776,41935.86945946461
2011-06-01,28051.07712979219,15558.371930836245,40943.52376758438
2011-06-02,35822.40408162785,21989.896809070495,49041.27607448232
2011-06-03,24749.889946618485,11398.742878161182,36597.69604259278
2011-06-05,14605.038548780529,1538.6367228541342,27304.578707177265
2011-06-06,27491.867803399655,13931.276992684587,40406.941930804016
2011-06-07,30457.76032105782,17632.99202326959,43228.943815085666
2011-06-08,29084.523609676613,16035.275264557593,42344.83886524746
2011-06-09,36754.58008101713,24489.89233616874,49961.475337328426
2011-06-10,25525.7346870582,12885.233482595711,38434.207060800996
2011-06-12,14917.850836312991,3224.9369116624744,27854.486750323318
2011-06-13,27509.04788962153,14687.376515222846,40495.96952729979
2011-06-14,30146.049452248968,17792.1854685055,43621.43838577579
2011-06-15,28419.046725836935,15670.673523218138,41218.93318828807
2011-06-16,35719.577902011304,23800.103046241697,48746.083158844776
2011-06-17,24115.03873211321,11126.773010808001,36991.98054258975
2011-06-19,12776.401587104872,-1.3666066636848928,26102.893028432143
2011-06-20,25031.700285190323,12158.280485879874,37892.14900569561
2011-06-21,27364.44739884609,14603.71617533346,40979.51396984472
2011-06-22,25372.888584171003,12711.673552239308,37914.28031461606
2011-06-23,32455.616929915504,19462.070316099544,44947.15829397179
2011-06-24,20685.912160683925,7832.443995431998,33396.820380703466
2011-06-26,9191.757711479164,-3206.3999833612725,22047.909703575275
2011-06-27,21461.584836942067,9363.185119740552,34577.47740637942
2011-06-28,23871.182437822863,10941.868904283856,36578.360059305254
2011-06-29,22017.566113491408,9620.595320347753,33731.89932425746
2011-06-30,29296.702084900448,16580.8218493226,41723.3026190773
2011-07-01,17777.943134454443,5718.917460461821,30207.650562905197
2011-07-03,6927.885999677339,-5524.534831395944,19813.51642322006
2011-07-04,19577.79973839157,6332.651815821653,32199.96332187599
2011-07-05,22396.265042226005,9048.511317375654,35194.24872391842
2011-07-06,20972.26578664124,8613.07845336472,33856.0012228976
2011-07-07,28693.507681765936,15813.07613473754,41225.48878498649
2011-07-08,17621.061397229663,5097.87783702357,29551.600866532586
2011-07-10,7644.196822881713,-5395.251538088383,21056.550187997684
2011-07-11,20706.042492106608,8018.153750115372,34559.57751139854
2011-07-12,23911.064939566804,11388.696995690858,37033.09850995664
2011-07-13,22842.517949501824,9980.903425987322,35956.49910706142
2011-07-14,30883.26920766085,17805.10694540146,44431.17604037052
2011-07-15,20090.50700674059,7077.234259198896,33459.36137870006
2011-07-17,10542.957217348565,-2141.3921450415787,23146.66428415061
2011-07-18,23751.606634668544,11540.356444549747,36582.80418859685
2011-07-19,27057.88143406356,13226.154026606022,40333.28949789696
2011-07-20,26045.87943823483,13239.556466182856,39100.55960753706
2011-07-21,34100.072123325386,20815.79695549546,46463.95862973443
2011-07-22,23279.90587251019,10943.656789967577,35500.250433885805
2011-07-24,13566.613991800321,136.98996746074198,27059.733775381424
2011-07-25,26643.645016495786,13567.959397825774,39508.8928163811
2011-07-26,29790.652397951308,15891.934419464575,43381.88149803012
2011-07-27,28595.47562111381,15574.972803162906,41974.36780328877
2011-07-28,36446.287844277875,23979.42742228206,49414.53752097383
2011-07-29,25406.110125843847,11860.335227981373,38654.20444830133
2011-07-31,15216.162946224176,2190.109513928348,28515.879778392602
2011-08-01,28042.525727473603,14618.851924774035,41230.323183987675
2011-08-02,30934.14018093914,17173.882361412285,44116.80072151673
2011-08-03,29481.111627631733,16774.971018309967,41976.18046389734
2011-08-04,37073.61551060807,24129.790992475973,49601.77831654408
2011-08-05,25776.450970840637,12429.226936944106,39232.42570350057
2011-08-07,15082.807668573987,1892.4472955741778,27379.795877631008
2011-08-08,27665.40810731334,14583.68125523116,40482.71383538339
2011-08-09,30320.612051013446,17494.10251483283,42569.44581951577
2011-08-10,28640.095039981512,15644.418401036453,41318.004034805366
2011-08-11,36015.75663365482,23534.667286716718,48810.723373414454
2011-08-12,24514.32545178525,10940.834897126202,37908.25561696362
2011-08-14,13458.835439785707,335.23559055859647,26934.314084055557
2011-08-15,25889.006251002622,13039.224632093647,38872.39578518214
2011-08-16,28414.64654552289,15190.03330532182,41564.93328141368
2011-08-17,26630.618871429175,12930.947984704291,39798.91047378395
2011-08-18,33932.174423460776,21777.595834878965,46651.9667217269
2011-08-19,22389.482861606222,9414.130261393062,34931.2335630669
2011-08-21,11363.647431509453,-1605.6731467067666,23939.07216746056
2011-08-22,23871.15302653594,10506.301171534273,36339.32606608248
2011-08-23,26519.56492422,13276.092307684385,38432.04732046635
2011-08-24,24905.987158731696,12084.11700662331,37682.86336889964
2011-08-25,32427.288731246037,21517.594745576993,46063.17567423505
2011-08-26,21154.507823725762,7703.180515443536,34217.781338525856
2011-08-28,10818.041135586798,-2006.8149376016045,24209.95574317024
2011-08-30,26851.05700977245,14250.946815202691,39528.503041791846
2011-08-31,25737.959898611134,13828.719445303579,37811.396513618
2011-09-01,33794.268936143846,20539.97768744781,46611.6153307905
2011-09-02,23084.580865618045,10133.728169705037,36159.10963706698
2011-09-04,13927.778184314426,748.8056864072273,25843.238991862345
2011-09-05,27450.788574254108,15096.614244462826,40889.7218572403
2011-09-06,31152.06490193448,18879.699262515293,43568.40415774864
2011-09-07,30614.23749704344,18801.933068860322,43295.66670996927
2011-09-08,39218.34678621928,27000.939987019767,51809.94109635304
2011-09-09,29018.50946138083,16783.88282512449,42090.06149690594
2011-09-11,20727.06555040546,6696.386730438551,33361.55597603874
2011-09-12,34586.78369138039,20888.50798898555,46974.73096319033
2011-09-13,38549.697916812904,25658.034957256794,50853.54268789024
2011-09-14,38191.54543732981,24829.842722859055,51025.611094320106
2011-09-15,46887.857438863284,34366.70376125633,59113.989565632706
2011-09-16,36688.7988689574,23244.130116853004,49861.70466006847
2011-09-18,28117.42921831158,15115.805106546979,41068.67937289674
2011-09-19,41697.40410179878,28852.192886395605,54784.29942225594
2011-09-20,45291.15386697081,31520.728211889447,57553.52060657946
2011-09-21,44479.565146553236,32361.156754791875,56775.25160073686
2011-09-22,52645.09947069522,39474.9523531068,66321.32544706565
2011-09-23,41846.51420423166,28989.468510845854,54788.0472326427
2011-09-25,31911.51323471711,19277.515804403305,44686.1907402348
2011-09-26,44751.22813432129,31554.444152568296,56978.67878443786
2011-09-27,47583.15540580051,35478.93199081289,61041.80047838661
2011-09-28,46001.93766965478,33549.27176152143,59345.866940717046
2011-09-29,53403.99416145257,40642.03172280114,66168.08208223185
2011-09-30,41861.928574537254,28995.55046313864,53713.94061436789
2011-10-02,30552.917412591014,17812.907691949575,43944.61339145652
2011-10-03,42786.46899479027,30419.41628867218,55583.57237321468
2011-10-04,45080.409861575936,31457.57223019611,58877.98680915926
2011-10-05,43038.25649422343,30146.20074952107,55611.378968884215
2011-10-06,50063.588093610684,37730.598872161594,63329.40307720441
2011-10-07,38234.30023481337,25745.033284742774,51303.29478420243
2011-10-09,26630.58456295048,13406.284382807458,38776.713582191
2011-10-10,38857.18029216123,26481.883922575205,52116.462450683146
2011-10-11,41234.75909820511,28773.775231073992,53485.447748925806
2011-10-12,39362.186073282275,25833.018969200402,52241.26538100219
2011-10-13,46636.63178016691,33259.29616771245,58795.18315301783
2011-10-14,35128.01198825151,22305.639128774656,47533.78366615573
2011-10-16,24341.897688097604,11320.825200318624,36611.41525923404
2011-10-17,37043.783844419406,24121.604799050157,49800.09564176866
2011-10-18,39925.50082452521,27107.49008952426,53018.57412475906
2011-10-19,38573.97303935041,25475.599752910115,51015.84830158785
2011-10-20,46374.53334267841,33541.79801413106,59150.65751639523
2011-10-21,35385.66110414383,22888.144516266213,48234.03382890754
2011-10-23,25577.865787266535,12668.876709381175,38141.182167452745
2011-10-24,38719.8596919302,26113.72182620664,52542.27805055929
2011-10-25,41998.802057579174,28902.33545025576,53575.258556633315
2011-10-26,40995.8149755723,27650.609374680138,52580.93965668167
2011-10-27,49092.02207854927,36686.527022095426,62633.853135070654
2011-10-28,38343.33495922626,25509.53188519338,51817.261497651096
2011-10-30,28847.401786752584,14801.242076565903,41657.36760100071
2011-10-31,42063.88480470547,29961.181961371618,55135.330966566624
2011-11-01,45367.2381744774,32659.603012959484,58068.99445004959
2011-11-02,44343.250293268815,31236.086805597064,57519.73915017405
2011-11-03,52378.663509683705,38451.771498154674,64394.511531480755
2011-11-04,41535.71993128369,28712.64462512279,55307.23962231073
2011-11-06,31778.203033693597,18443.57433642572,44346.84460250729
2011-11-07,44841.20597131169,31594.83676134339,57516.11051651286
2011-11-08,47984.77727988782,35706.91448588774,60679.03416869579
2011-11-09,46800.63787458035,34061.305916204554,58972.42467031568
2011-11-10,54680.641306527745,41947.16382234939,67696.86050540264
2011-11-11,43691.1269286383,30700.376082297025,58029.383991399765
2011-11-13,33677.4161933719,20624.96414779991,47070.022732520694
2011-11-14,46632.74157519967,34091.661218105524,58875.02929796023
2011-11-15,49681.28266756972,37033.233925088796,62268.83099048939
2011-11-16,48412.364251499974,34707.22510591439,61523.01466545961
2011-11-17,56214.195665513354,42935.22183083957,68914.63578549691
2011-11-18,45148.35411725865,32482.254809556274,58639.279371414304
2011-11-20,34963.96672079722,22451.012891253857,47906.378134290164
2011-11-21,47811.57937270939,34237.339996484494,60521.28169452092
2011-11-22,50728.040038773746,37832.285018778595,63416.542725295265
2011-11-23,49295.59842397375,37678.87086417749,62548.418011559916
2011-11-24,38140.14829210056,24507.18059322313,50850.21585406266
2011-11-25,26251.13360347207,14125.234916694575,39189.93007854309
2011-11-27,34755.850047672015,22227.10440152752,48336.24553812278
2011-11-28,47199.13589087479,34325.754312314915,59808.684208109386
2011-11-29,49654.57127652051,36865.16684959044,62772.74434015005
2011-11-30,47705.26880039243,34142.38377976927,60375.21909463403
2011-12-01,54735.447651794166,41479.79035494174,67537.6046148867
2011-12-02,42805.251471063435,29288.171491277695,56415.11582021045
2011-12-04,30622.611713013932,18067.221946485522,44343.47113953856
2011-12-05,42348.2281390198,29102.319662011145,55231.67616609277
2011-12-06,44073.897527817375,31113.695077193013,57487.171915805135
2011-12-07,41395.507857781886,28706.320169943276,55041.00296188108
2011-12-08,47711.02648324177,34890.28984283294,60706.376388578625
2011-12-09,35094.992981064745,22359.568482645493,48023.85479525989
2011-12-10,37954.07412231823,24712.08316918726,50663.14149321146
2011-12-11,21685.81253634141,7801.6002234457355,34058.64873285418
2011-12-12,32899.45512932917,19854.526092560518,45641.00332998324
2011-12-13,34198.654472134825,20863.455136321823,46771.99675341346
2011-12-14,31191.319338193272,18951.062223500783,44172.4118386191
2011-12-15,37285.83746914205,23993.144224587428,50463.617255890866
2011-12-16,24565.242670063824,11797.693047976985,37812.4529502611
2011-12-17,27442.485663515654,14495.391048923137,40098.37795456792
2011-12-18,11318.949074665565,-1424.9504837397008,24179.537123263523
2011-12-19,22805.100155639695,11005.99350279587,36428.29068780608
2011-12-20,24503.08052438798,11025.676679865686,37479.34294732588
2011-12-21,22016.51347811409,8930.511909368295,34480.941130085695
2011-12-22,28746.75451577207,15626.64097905293,41305.04021041757
2011-12-23,16767.157807302337,4192.971801641643,30219.949063644446
2011-12-24,20478.51671022736,7896.510035516078,33882.79324813446
2011-12-25,5267.815429891445,-7461.013547667601,18407.548943071546
2011-12-26,17729.18027023304,4331.526462471727,30272.963925945045
2011-12-27,20446.822829376637,6756.416443591798,33411.69450124454
2011-12-28,19005.247187681307,6173.240487369685,31726.61713589917
2011-12-29,26785.936840275957,13832.259793937294,39608.17429243571
2011-12-30,15842.083113455177,2667.3798859775266,28591.233231852482
2011-12-31,20554.501349059723,8417.164163311725,33306.871076757176
2012-01-01,6290.859627589751,-6663.796186445363,19673.17576102371
2012-01-02,19627.09598569089,7867.471521855681,31582.806127902397
2012-01-03,23130.80415755886,11194.304281576162,35826.86102046313
2012-01-04,22371.848077385534,9346.93181508061,35712.501368016405
2012-01-05,30719.409918522288,17712.475502680893,44090.732667586584
2012-01-06,20217.023581248006,7335.9189874643025,33702.23410563288
2012-01-07,25238.73150352011,13251.514440846671,38319.140794396786
2012-01-08,11148.482821727572,-2172.803729631174,24589.65238206721
